filename,EN,MI,SF,AG,SD,CC,SCD,VIF,MSE,PSNR,Qabf,Nabf,SSIM,MS_SSIM
01274N.png,5.887,3.424,8.977,2.578,29.066,0.722,1.686,1.121,0.006,70.087,0.658,0.013,0.979,1.091
01278N.png,6.543,3.64,9.643,2.994,37.013,0.67,1.714,0.943,0.012,67.253,0.596,0.021,0.99,1.074
01282N.png,6.548,4.279,9.027,2.733,35.193,0.65,1.706,1.046,0.013,67.071,0.656,0.026,0.962,1.005
01286N.png,6.791,4.749,9.063,2.641,41.594,0.559,1.609,1.05,0.022,64.719,0.638,0.024,0.976,1.025
01290N.png,6.479,4.194,9.352,2.912,39.07,0.638,1.808,1.074,0.016,66.204,0.676,0.017,0.971,1.021
01294N.png,6.753,4.417,8.56,2.522,42.274,0.535,1.702,1.025,0.022,64.621,0.601,0.021,0.974,1.042
01298N.png,5.8,3.529,8.242,2.123,25.669,0.599,1.841,1.118,0.006,70.021,0.64,0.014,1.002,1.078
01302N.png,6.181,3.719,8.878,2.625,29.392,0.645,1.87,1.125,0.009,68.579,0.647,0.019,1.02,1.038
01306N.png,6.076,3.823,7.594,2.18,32.902,0.591,1.717,1.112,0.01,67.944,0.641,0.015,1.005,1.052
01310N.png,5.867,3.415,7.527,2.142,31.79,0.738,1.571,1.061,0.007,69.457,0.604,0.018,1.0,1.073
01315N.png,6.032,3.822,8.478,2.354,39.889,0.635,1.824,1.054,0.014,66.612,0.653,0.013,1.004,1.055
01319N.png,6.293,4.368,5.775,1.823,38.807,0.631,1.392,1.154,0.015,66.397,0.632,0.013,0.993,1.057
01323N.png,6.558,3.93,8.535,2.713,41.233,0.709,1.531,1.039,0.014,66.809,0.597,0.026,1.017,1.144
01327N.png,6.291,3.093,8.804,3.158,32.535,0.673,1.622,0.949,0.009,68.727,0.587,0.029,1.031,1.097
01331N.png,6.71,4.78,7.599,2.372,42.684,0.623,1.548,1.091,0.021,64.898,0.661,0.013,0.957,1.036
01335N.png,6.101,3.606,9.568,3.055,28.514,0.613,1.738,0.996,0.008,68.998,0.66,0.016,0.996,1.035
01340N.png,6.006,3.51,9.765,2.901,27.308,0.599,1.773,1.077,0.008,69.279,0.674,0.015,1.001,1.025
